gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
DERL3	637355	196	52	81648	24696	0	0	0	0	50	1	2421090	1	1
DES	604261	335	38	140952	41370	0	0	0	0	50	2	2244564	1	1
DET1	212296	630	4	166992	47964	0	0	0	0	50	0	2527392	1	1
DEXI	339622	430	41	27006	9282	0	0	0	0	50	0	2858688	1	1
DFFA	829921	392	32	101514	29526	0	0	0	0	50	0	2737896	1	1
DFFB	249345	412	26	102942	28224	0	0	0	0	50	0	2445324	1	1
DFNA5	254601	464	21	149016	43386	0	0	0	0	50	0	2694090	1	1
DFNB31	260520	290	19	259308	89460	0	0	0	0	50	0	2345322	1	1
DFNB59	170323	555	37	107184	29274	0	0	0	0	50	0	2157666	1	1
DGAT1	2525749	200	28	150444	42462	0	0	0	0	50	0	3088806	1	1
DGAT2	534135	418	46	116970	33600	0	0	0	0	50	0	2661330	1	1
DGAT2L6	163833	NaN	14	102144	28896	0	0	0	0	50	0	2708790	1	1
DGCR14	487560	277	18	142800	42294	0	0	0	0	50	1	2359812	1	1
DGCR2	474521	277	16	165858	46956	0	0	0	0	50	0	2359560	1	1
DGCR6	621867	545	-1	65730	19824	0	0	0	0	50	1	2679768	1	1
DGCR6L	605373	292	43	65772	20034	0	0	0	0	50	1	2567586	1	1
DGCR8	587146	218	50	234276	64344	0	0	0	0	50	0	2243976	1	1
DGKA	2080397	229	31	229866	59934	0	0	0	0	50	0	2394000	1	1
DGKB	24487	1141	-13	254562	63462	0	0	0	0	50	1	3196704	1	1
DGKD	397457	227	33	373926	103236	0	0	0	0	50	0	2286102	1	1
DGKE	320339	324	-38	173922	46326	0	0	0	0	50	0	2897076	1	1
DGKH	191275	407	57	377202	99204	0	0	0	0	50	0	2473128	1	1
DGKI	196508	861	-7	329406	90300	0	0	0	0	50	1	2774310	1	1
DGKK	43036	NaN	7	390012	104790	0	0	0	0	50	4	3042732	1	1
DGKQ	675007	256	45	279174	88620	0	0	0	0	50	0	2508786	1	1
DGKZ	811789	212	44	380184	114114	0	0	0	0	50	0	2807238	1	1
DGUOK	1036341	284	45	85344	23016	0	0	0	0	50	1	2915808	1	1
DHCR24	465622	249	27	156072	43386	0	0	0	0	50	0	2146116	1	1
DHCR7	507631	626	51	141918	41538	0	0	0	0	50	0	1897140	1	1
DHDDS	1046693	181	33	102438	28224	0	0	0	0	50	1	2139774	1	1
DHDH	1927185	211	43	100128	30030	0	0	0	0	50	0	2425920	1	1
DHDPSL	564805	169	40	97524	29484	0	0	0	0	50	1	2387112	1	1
DHFR	319054	626	35	59178	14406	0	0	0	0	50	0	2132634	1	1
DHFRL1	85529	1378	-18	56700	14868	0	0	0	0	50	2	2376360	1	1
DHH	1770671	214	65	111174	39900	0	0	0	0	50	0	2877336	1	1
DHODH	438866	372	19	116172	37800	0	0	0	0	50	0	2478546	1	1
DHPS	1975767	409	1	112896	31500	0	0	0	0	50	0	3283224	1	1
DHRS1	915114	220	38	94122	28602	0	0	0	0	50	0	2486694	1	1
DHRS11	468055	548	23	78456	23226	0	0	0	0	50	0	2218398	1	1
DHRS12	252271	384	33	101388	26628	0	0	0	0	50	0	2240028	1	1
DHRS13	1834230	220	37	108024	36876	0	0	0	0	50	1	2804634	1	1
DHRS2	1299548	595	26	94206	23604	0	0	0	0	50	0	2443350	1	1
DHRS3	340106	294	27	89166	27888	0	0	0	0	50	0	3170874	1	1
DHRS4	984811	442	23	83538	25704	0	0	0	0	50	1	3047226	1	1
DHRS4L1	992350	355	19	85554	25578	0	0	0	0	50	0	2510298	1	1
DHRS4L2	984811	442	23	69804	21798	0	0	0	0	50	1	3047226	1	1
DHRS7	277355	547	4	102312	29232	0	0	0	0	50	0	2629410	1	1
DHRS7B	409501	382	-18	96600	29904	0	0	0	0	50	1	2635416	1	1
DHRS9	303546	646	12	95466	27510	0	0	0	0	50	0	3040926	1	1
DHRSX	NaN	NaN	NaN	99288	29358	0	0	0	0	50	1	4706646	1	1
DHTKD1	341646	227	25	278292	77784	0	0	0	0	50	0	3100818	1	1
DHX15	194657	491	35	241332	66108	0	0	0	0	50	0	2450364	1	1
DHX16	2115149	171	41	314202	93408	0	0	0	0	50	1	2728446	1	1
DHX29	280901	417	31	420294	110670	0	0	0	0	50	0	2700978	1	1
DHX30	843941	197	34	354060	109620	0	0	0	0	50	0	2065812	1	1
DHX32	206845	738	-4	227388	58884	0	0	0	0	50	1	2315166	1	1
DHX33	1145030	544	24	210630	62790	0	0	0	0	50	1	2596902	1	1
DHX34	1132395	232	41	335370	104622	0	0	0	0	50	1	2003274	1	1
DHX35	262965	581	31	217056	59892	0	0	0	0	50	0	2488878	1	1
DHX36	94558	921	-11	314454	79296	0	0	0	0	50	2	3106782	1	1
DHX37	1085697	229	46	347718	103362	0	0	0	0	50	0	2445450	1	1
DHX38	414449	479	9	374472	102816	0	0	0	0	50	0	2375688	1	1
DHX40	1081217	417	25	240534	62874	0	0	0	0	50	0	2842266	1	1
DHX57	850010	297	25	420378	115500	0	0	0	0	50	0	2677164	1	1
DHX58	2171374	206	37	204372	58212	0	0	0	0	50	0	2103822	1	1
DHX8	1124329	147	20	370356	102522	0	0	0	0	50	0	2030994	1	1
DHX9	673873	517	23	388164	105882	0	0	0	0	50	0	2695812	1	1
DIABLO	846994	187	29	73164	20076	0	0	0	0	50	1	3177342	1	1
DIAPH1	696745	502	14	388416	106386	0	0	0	0	50	0	2652426	1	1
DIAPH2	56713	NaN	30	349062	87402	0	0	0	0	50	0	2818704	1	1
DIAPH3	80757	890	22	374976	92484	0	0	0	0	50	0	2850414	1	1
DICER1	215900	674	16	584640	155358	0	0	0	0	50	1	1887102	1	1
DIDO1	961230	336	40	664692	205338	0	0	0	0	50	0	2716980	1	1
DIMT1L	176808	575	33	97986	26250	0	0	0	0	50	0	2528736	1	1
DIO1	505734	319	24	76398	19866	0	0	0	0	50	0	2257248	1	1
DIO2	47674	533	-44	91770	27174	0	0	0	0	50	0	2506812	1	1
DIO3	1315103	577	-26	87486	27804	0	0	0	0	50	0	2244732	1	1
DIP2A	895243	477	47	477078	149268	0	0	0	0	50	0	2677794	1	1
DIP2B	736380	262	49	474138	140616	0	0	0	0	50	0	2094078	1	1
DIP2C	406596	632	12	468300	138642	0	0	0	0	50	0	2635626	1	1
DIRAS1	1354357	291	25	58842	16884	0	0	0	0	50	0	2538606	1	1
DIRAS2	94332	706	13	60144	15960	0	0	0	0	50	0	2336334	1	1
DIRAS3	331080	524	-25	67536	19908	0	0	0	0	50	1	2980068	1	1
DIRC1	124843	739	-7	31248	8946	0	0	0	0	50	0	2684640	1	1
DIRC2	423454	412	37	140574	44520	0	0	0	0	50	0	2545746	1	1
DIS3	257535	685	2	302694	78960	0	0	0	0	50	0	2166066	1	1
DIS3L	530074	307	44	321510	85596	0	0	0	0	50	0	2557086	1	1
DIS3L2	497951	464	30	269850	75138	0	0	0	0	50	1	2677290	1	1
DISC1	236101	622	-3	344694	88746	0	0	0	0	50	1	2291604	1	1
DISP1	236778	210	5	457674	122556	0	0	0	0	50	0	2478336	1	1
DISP2	872646	184	42	398160	135576	0	0	0	0	49	0	2398998	1	1
DIXDC1	416878	221	22	215922	55230	0	0	0	0	50	0	2297778	1	1
DKC1	1739324	NaN	7	159642	42084	0	0	0	0	37	0	2374722	1	1
DKFZP781G0119	NaN	NaN	NaN	212058	53802	0	0	0	0	50	1	4731090	1	1
DKFZp761E198	3834148	287	55	223902	87066	0	0	0	0	50	0	2498958	1	1
DKK1	94567	519	-8	79506	22932	0	0	0	0	50	1	2616264	1	1
DKK2	48475	1014	-18	78288	21504	0	0	0	0	50	1	2410506	1	1
DKK3	324993	243	11	106470	29988	0	0	0	0	50	1	2506392	1	1
DKK4	535273	459	37	67746	19068	0	0	0	0	50	0	2512356	1	1
DKKL1	2183690	309	30	71778	22344	0	0	0	0	50	0	2548686	1	1
DLAT	403342	179	27	192108	59388	0	0	0	0	50	0	2819250	1	1
DLC1	73786	559	-28	467376	128856	0	0	0	0	50	1	2431338	1	1
DLD	470337	486	12	155736	43596	0	0	0	0	50	0	2290848	1	1
DLEC1	310440	411	28	552468	154014	0	0	0	0	50	0	3027108	1	1
DLEU7	136985	649	31	44982	16506	0	0	0	0	50	0	2508996	1	1
DLG1	751489	417	36	292278	75516	0	0	0	0	50	1	2977254	1	1
DLG2	57955	1000	-20	323568	84042	0	0	1	0	50	1	2668638	1	1
DLG3	306369	NaN	30	277746	76566	0	0	0	0	50	0	2810640	1	1
DLG4	1732485	316	18	238602	66318	0	0	0	0	17	0	644070	1	1
DLG5	364785	259	27	575190	166446	0	0	0	0	50	0	3213546	1	1
DLGAP1	368461	215	24	296730	84672	0	0	0	0	50	0	2471910	1	1
DLGAP2	99986	671	-37	291102	83370	0	0	0	0	50	0	2887374	1	1
DLGAP3	603922	534	28	284298	90678	0	0	0	0	50	0	2822148	1	1
DLGAP4	874457	360	46	304626	91014	0	0	0	0	50	0	3253992	1	1
DLGAP5	764452	146	54	271614	69468	0	0	0	0	50	0	2593794	1	1
DLK1	383705	323	2	114198	32970	0	0	0	0	50	0	2909802	1	1
DLK2	1278255	230	56	113190	34482	0	0	0	0	50	0	2354352	1	1
DLL1	374629	631	-23	217476	61236	0	0	0	0	50	1	2334780	1	1
DLL3	1410725	230	39	178248	60522	0	0	0	0	50	0	3268608	1	1
DLL4	1049616	176	50	205590	58758	0	0	0	0	50	0	2558808	1	1
DLST	884998	232	41	138222	40698	0	0	0	0	50	0	3100860	1	1
DLX1	534370	295	34	77490	20286	0	0	0	0	50	0	2569182	1	1
DLX2	534370	295	34	95718	29652	0	0	0	0	50	0	2569182	1	1
DLX3	1160590	191	12	84210	25662	0	0	0	0	50	0	1950438	1	1
DLX4	1160590	191	12	75432	24864	0	0	0	0	50	0	1950438	1	1
DLX5	99426	991	-15	85512	25116	0	0	0	0	50	1	2400300	1	1
DLX6	99426	991	-15	88116	24024	0	0	0	0	50	1	2400300	1	1
DMAP1	962892	211	29	141288	41412	0	0	0	0	50	0	2488626	1	1
DMBX1	592811	255	23	111174	35364	0	0	0	0	50	1	2197860	1	1
DMC1	1160654	238	38	108108	27342	0	0	0	0	50	0	2143218	1	1
DMGDH	215159	434	45	262206	73332	0	0	0	0	50	1	2892876	1	1
DMKN	954618	367	35	176988	50820	0	0	0	0	50	0	2344356	1	1
DMP1	500313	623	-7	160314	36498	0	0	0	0	50	0	2069718	1	1
DMPK	929036	203	43	213696	56070	0	0	0	0	50	0	2667882	1	1
DMRT1	85434	622	8	110838	32550	0	0	0	0	50	2	2880738	1	1
DMRT2	71695	845	4	170856	50526	0	0	0	0	50	1	2551332	1	1
DMRT3	83374	703	9	135828	43722	0	0	1	0	34	2	2408658	1	1
DMRTA1	160489	448	-26	143304	48090	0	0	0	0	50	1	3034584	1	1
DMRTA2	147973	639	-7	97734	37338	0	0	0	0	50	2	3003378	1	1
DMRTB1	552240	385	25	98406	33012	0	0	0	0	50	0	2300970	1	1
DMRTC1	NaN	NaN	NaN	114324	37128	0	0	0	0	50	1	4714416	1	1
DMRTC1B	NaN	NaN	NaN	114324	37128	0	0	0	0	50	1	4714416	1	1
DMRTC2	1360684	454	23	107898	35238	0	0	0	0	50	0	2206050	1	1
DMTF1	169233	1011	4	233814	61908	0	0	0	0	50	0	2586402	1	1
DMWD	929036	203	43	191730	65688	0	0	0	0	50	0	2667882	1	1
DMXL1	305800	381	28	918666	247086	0	0	0	0	1	0	274386	1	1
DMXL2	380843	422	11	920850	248682	0	0	1	0	50	2	3095652	1	1
DNA2	761140	294	29	350784	92862	0	0	0	0	50	0	2962806	1	1
DNAH10	1032254	482	39	1364118	365358	0	0	0	0	10	0	1150296	1	1
DNAH12	455990	454	29	959574	244230	0	0	1	0	50	1	2527770	1	1
DNAH14	NaN	NaN	NaN	1400196	353976	0	0	0	0	50	1	5031264	1	1
DNAH17	999172	188	25	1354416	372918	0	0	0	0	2	0	418824	1	1
DNAH2	2107779	232	25	1344546	371826	0	0	0	0	18	0	1278354	1	1
DNAH3	335315	549	29	1254960	331884	0	0	0	0	11	0	780024	1	1
DNAH5	148607	674	-17	1415904	371910	0	0	0	0	44	0	3399564	1	1
DNAH6	NaN	NaN	NaN	1275456	334950	0	0	0	0	50	1	5012238	1	1
DNAH8	229301	845	25	1388016	354438	0	0	0	0	24	0	1583316	1	1
DNAI1	811768	370	49	219366	54810	0	0	0	0	50	0	3034962	1	1
DNAI2	341939	427	-2	187698	48300	0	0	0	0	50	1	2485224	1	1
DNAJA1	953054	286	0	123858	30618	0	0	0	0	50	0	2076270	1	1
DNAJA2	498873	362	13	127722	32424	0	0	0	0	50	0	2700180	1	1
DNAJA3	753259	148	40	149058	41706	0	0	0	0	50	2	2191014	1	1
DNAJA4	447425	371	54	137424	34440	0	0	0	0	50	0	2298240	1	1
DNAJB1	1008795	204	26	101304	28854	0	0	0	0	50	0	2424072	1	1
DNAJB11	592490	436	40	110838	29400	0	0	0	0	50	3	3463362	1	1
DNAJB12	822407	145	45	123396	35616	0	0	0	0	50	1	2722230	1	1
DNAJB13	533576	196	41	97692	25662	0	0	0	0	50	0	1897098	1	1
DNAJB14	202808	682	36	118398	28770	0	0	0	0	50	0	2489592	1	1
DNAJB2	694442	193	44	99750	28770	0	0	0	0	50	2	2702322	1	1
DNAJB3	NaN	NaN	NaN	43596	11844	0	0	0	0	50	1	4689132	1	1
DNAJB4	373296	256	1	101430	27342	0	0	0	0	50	1	3009090	1	1
DNAJB5	676166	394	23	124110	36540	0	0	0	0	50	0	3590370	1	1
DNAJB6	318088	174	22	104790	27510	0	0	0	0	50	1	3088176	1	1
DNAJB7	NaN	NaN	NaN	93828	23352	0	0	0	0	50	1	4700640	1	1
DNAJB8	829484	317	50	68712	19362	0	0	0	0	50	0	2318904	1	1
DNAJB9	171249	838	6	69342	16338	0	0	0	0	50	1	2177490	1	1
DNAJC1	197451	608	2	169260	46074	0	0	0	0	50	0	2551332	1	1
DNAJC10	332624	421	7	250194	60522	0	0	0	0	50	0	2094036	1	1
DNAJC11	623016	259	34	171738	47754	0	0	0	0	50	0	2167746	1	1
DNAJC12	286530	441	-5	64764	15624	0	0	0	0	50	0	2551248	1	1
DNAJC13	210456	538	14	696612	179340	0	0	0	0	50	0	2864526	1	1
DNAJC14	1909014	256	38	207480	61278	0	0	0	0	50	0	2747514	1	1
DNAJC15	56984	249	51	46662	12936	0	0	0	0	50	0	2294040	1	1
DNAJC16	636573	188	34	239484	63546	0	0	0	0	50	0	2420922	1	1
DNAJC17	1011507	172	46	95886	24948	0	0	0	0	50	0	2731722	1	1
DNAJC18	832127	177	48	111216	28266	0	0	0	0	50	0	2450322	1	1
DNAJC19	182678	1094	-4	37380	9618	0	0	0	0	50	0	2197524	1	1
DNAJC2	375620	620	8	197778	45654	0	0	0	0	50	0	2396394	1	1
DNAJC21	241905	675	21	183330	40824	0	0	0	0	50	0	2408028	1	1
DNAJC22	2137968	175	37	98490	31290	0	0	0	0	50	0	2740080	1	1
DNAJC24	83554	879	-19	47670	11046	0	0	0	0	50	0	2494674	1	1
DNAJC25	NaN	NaN	NaN	109242	29232	0	0	0	0	50	1	4706520	1	1
DNAJC25-GNG10	513721	212	17	43974	15750	0	0	0	0	50	2	2467038	1	1
DNAJC27	270621	296	35	85134	21714	0	0	0	0	50	0	2167914	1	1
DNAJC28	884788	182	63	118650	28896	0	0	0	0	50	0	1940232	1	1
DNAJC3	204387	552	41	158172	38262	0	0	0	0	50	0	2500512	1	1
DNAJC30	1197825	214	52	64176	21882	0	0	0	0	50	1	2624454	1	1
DNAJC4	1608193	179	61	72744	21504	0	0	0	0	50	0	2383626	1	1
DNAJC5	1157316	206	36	61362	15876	0	0	0	0	50	0	2195970	1	1
DNAJC5B	270769	377	45	61824	15792	0	0	0	0	50	0	2173668	1	1
DNAJC5G	1242113	182	45	59766	14574	0	0	0	0	50	1	2490600	1	1
DNAJC6	269422	441	0	277704	76860	0	0	0	0	50	0	2628612	1	1
DNAJC7	2081077	206	23	156156	37506	0	0	0	0	50	0	2713326	1	1
DNAJC8	779314	213	33	81732	18564	0	0	0	0	50	0	2166444	1	1
DNAJC9	829738	249	44	80010	20916	0	0	0	0	50	0	2711730	1	1
DNAL1	600464	191	47	61152	14574	0	0	0	0	50	0	2464266	1	1
DNAL4	1291659	272	73	32928	8148	0	0	0	0	50	0	1984248	1	1
DNALI1	445473	274	30	85050	23940	0	0	0	0	50	0	2476992	1	1
DNASE1	611617	242	43	86520	24612	0	0	0	0	50	1	2802408	1	1
DNASE1L1	2277674	NaN	40	90678	27384	0	0	0	0	50	2	2426844	1	1
DNASE1L2	2179404	224	39	89208	27216	0	0	0	0	50	2	2303784	1	1
DNASE1L3	685716	150	45	96054	23898	0	0	0	0	50	0	2127678	1	1
DNASE2	1937827	226	32	107856	31122	0	0	0	0	50	0	2488374	1	1
DNASE2B	235919	769	-13	111258	28602	0	0	0	0	50	2	2155146	1	1
DND1	774470	356	31	102102	33474	0	0	0	0	50	0	2452296	1	1
DNER	253305	456	-3	223188	61824	0	0	0	0	50	0	2418906	1	1
DNLZ	1194160	258	28	51198	17724	0	0	0	0	50	0	1985802	1	1
DNM1	1788057	201	45	265524	75180	0	0	0	0	50	0	2228352	1	1
DNM1L	307288	308	-5	225120	63042	0	0	0	0	50	0	3018162	1	1
DNM2	2114424	208	31	277956	79380	0	0	0	0	50	0	2422182	1	1
DNM3	435280	643	6	263802	72870	0	0	0	0	50	0	1998990	1	1
DNMBP	1100254	221	32	470274	134274	0	0	0	0	50	0	2334948	1	1
DNMT1	1702441	200	23	503958	133476	0	0	0	0	50	0	3065622	1	1
DNMT3A	330147	286	43	292026	79926	0	0	0	0	50	0	2380098	1	1
DNMT3B	675780	173	42	265818	72618	0	0	0	0	50	3	2786616	1	1
DNMT3L	1128093	219	76	119784	32676	0	0	0	0	50	1	2418948	1	1
DNPEP	604261	335	38	147546	43218	0	0	0	0	50	2	2244564	1	1
DNTT	780047	804	30	157122	40698	0	0	0	0	50	0	2861292	1	1
DNTTIP1	742720	180	48	103068	28224	0	0	0	0	50	0	1817382	1	1
DNTTIP2	558028	275	9	230370	59304	0	0	0	0	50	1	2977170	1	1
DOC2A	NaN	NaN	NaN	120624	35994	0	0	0	0	50	1	4713282	1	1
DOC2B	NaN	NaN	NaN	91056	27762	0	0	0	0	50	1	4705050	1	1
DOCK1	97878	856	-32	584430	146874	0	0	0	0	50	0	2320038	1	1
DOCK10	123941	521	11	681450	172956	0	0	0	0	50	0	3045462	1	1
DOCK11	207684	NaN	38	648606	161826	0	0	0	0	50	1	2179296	1	1
DOCK2	94542	680	33	576618	141456	0	0	0	0	50	0	2887836	1	1
DOCK3	395621	756	25	629538	164640	0	0	0	0	50	0	2733024	1	1
DOCK4	133354	718	-18	610806	158424	0	0	0	0	50	0	2982210	1	1
DOCK5	178665	512	14	584304	148638	0	0	0	0	39	0	1996596	1	1
DOCK6	1691034	233	32	611688	186396	0	0	0	0	50	0	2495304	1	1
DOCK7	222018	474	4	649782	172242	0	0	0	0	50	2	2738652	1	1
DOCK8	193637	462	2	665070	177870	0	0	0	0	50	2	2727858	1	1
DOCK9	435646	494	27	663264	170856	0	0	0	0	47	0	2512356	1	1
DOHH	2172733	210	36	87570	28980	0	0	0	0	50	0	2843064	1	1
DOK1	1019591	315	50	140196	44268	0	0	0	0	50	1	2576154	1	1
DOK2	402326	470	12	120120	38262	0	0	0	0	50	0	2658306	1	1
DOK3	1120311	347	41	174762	59976	0	0	0	0	50	0	2351706	1	1
DOK4	771506	159	45	99666	27468	0	0	0	0	50	2	2203698	1	1
DOK5	139298	847	-37	95046	24528	0	0	0	0	50	1	2368884	1	1
DOK6	50550	968	-4	103530	25494	0	0	0	0	50	0	2212896	1	1
DOK7	547964	412	46	153300	40866	0	0	0	0	50	0	2657844	1	1
DOLK	1517799	203	29	151494	52248	0	0	0	0	50	0	2250864	1	1
DOLPP1	1428394	206	30	72912	21210	0	0	0	0	50	0	2450112	1	1
DOM3Z	2314693	203	34	117726	35616	0	0	0	0	50	0	2739156	1	1
DONSON	908921	375	68	168462	50652	0	0	0	0	50	0	2489256	1	1
DOPEY1	151511	697	7	749574	201222	0	0	0	0	50	1	3204096	1	1
DOPEY2	267887	232	65	687876	199290	0	0	0	0	50	0	2778720	1	1
DOT1L	1658089	199	28	455070	140154	0	0	0	0	50	0	2439150	1	1
DPAGT1	1390854	195	58	122262	36372	0	0	0	0	50	0	2028642	1	1
DPCD	843302	421	19	64050	16086	0	0	0	0	50	0	2530206	1	1
DPCR1	2483101	261	36	400722	127218	0	0	0	0	50	0	2408616	1	1
DPEP1	1092575	211	38	123606	36666	0	0	0	0	50	0	1824018	1	1
DPEP2	863919	158	54	144228	44898	0	0	0	0	50	1	2695308	1	1
DPEP3	863919	158	54	150402	48930	0	0	0	0	50	1	2695308	1	1
DPF1	1410213	301	-1	132468	33978	0	0	0	0	50	0	2075094	1	1
DPF2	4112809	242	50	122136	31332	0	0	0	0	50	0	2441250	1	1
DPF3	317807	599	41	110586	29022	0	0	0	0	50	0	2089290	1	1
DPH1	1415256	294	27	133350	40782	0	0	0	0	50	0	2540874	1	1
DPH2	875223	214	39	139062	48678	0	0	0	0	50	0	2347548	1	1
DPH3	205091	437	26	26376	6006	0	0	0	0	50	0	2169174	1	1
DPH3B	NaN	NaN	NaN	23940	5922	0	0	0	0	31	1	2066820	1	1
DPH5	153041	727	-6	88452	23184	0	0	0	0	50	1	2517102	1	1
DPM1	386595	367	36	81144	21546	0	0	0	0	50	0	2525628	1	1
DPM2	1441525	201	56	25704	7938	0	0	0	0	50	0	2045064	1	1
DPM3	1801444	194	32	34776	12222	0	0	0	0	50	0	2352000	1	1
DPP10	7721	1178	-22	268884	66528	0	0	0	0	50	2	2517900	1	1
DPP3	1941577	194	51	222138	65772	0	0	0	0	50	0	2373882	1	1
DPP4	153730	528	9	244020	58506	0	0	0	0	50	0	2983848	1	1
DPP6	32056	1019	-25	280854	73206	0	0	0	0	50	1	2655366	1	1
DPP7	1722012	202	36	148008	44646	0	0	0	0	50	0	2675358	1	1
DPP8	620582	187	39	278712	71190	0	0	0	0	50	2	2395344	1	1
DPP9	860250	203	29	273378	74256	0	0	0	0	50	0	2815974	1	1
DPPA2	22565	1096	-19	93366	23688	0	0	0	0	50	2	2246118	1	1
DPPA3	237142	672	14	48972	13272	0	0	0	0	38	0	1563366	1	1
DPPA4	22565	1096	-19	92736	25830	0	0	0	0	50	2	2246118	1	1
DPPA5	732413	446	18	35742	9744	0	0	0	0	50	0	2386272	1	1
DPRX	737115	684	-48	58254	15834	0	0	0	0	50	0	2101008	1	1
DPT	358217	440	9	63504	14616	0	0	0	0	50	1	2493120	1	1
DPY19L1	112453	935	0	211134	54978	0	0	0	0	50	0	2693166	1	1
DPY19L2	195841	681	-28	235494	61992	0	0	0	0	50	0	2713956	1	1
DPY19L3	308903	531	-54	220836	59262	0	0	0	0	50	1	3276630	1	1
DPY19L4	449158	380	32	225918	56826	0	0	0	0	50	0	2107686	1	1
DPY30	375703	295	27	31710	8106	0	0	0	0	50	0	3253194	1	1
DPYD	64696	807	-6	316344	87738	0	0	0	0	50	0	2435244	1	1
DPYS	39710	972	15	155778	45318	0	0	0	0	50	0	2623992	1	1
DPYSL2	207566	520	26	173838	49308	0	0	0	0	50	0	2319408	1	1
DPYSL3	97519	827	-10	174510	47880	0	0	0	0	50	2	3153150	1	1
DPYSL4	147055	416	-6	173166	49980	0	0	0	0	50	2	2556078	1	1
DPYSL5	1261383	378	36	169806	49812	0	0	0	0	50	0	2232384	1	1
DQX1	1019591	315	50	210756	66192	0	0	0	0	50	1	2576154	1	1
DR1	699815	223	13	53970	13944	0	0	0	0	50	3	2733906	1	1
DRAM1	340236	238	17	73038	20328	0	0	0	0	50	0	2764482	1	1
DRAM2	376648	708	13	81984	22470	0	0	0	0	50	0	2618994	1	1
DRAP1	3779084	287	42	63840	17052	0	0	0	0	50	0	2329110	1	1
DRD1	178213	729	14	129192	39774	0	0	0	0	50	0	2570904	1	1
DRD2	108041	610	5	133434	37926	0	0	0	0	50	1	2186898	1	1
DRD3	418141	589	23	118902	35952	0	0	0	0	50	0	2488458	1	1
DRD4	1774224	236	57	117012	43512	0	0	0	0	50	0	2107980	1	1
DRD5	207324	923	30	138432	42252	0	0	0	0	50	0	2122806	1	1
DRG1	737051	237	38	111888	31248	0	0	0	0	50	0	2668050	1	1
DRG2	899154	183	23	112938	31332	0	0	0	0	50	0	1672818	1	1
DRGX	NaN	NaN	NaN	80262	23814	0	0	1	0	26	2	1389654	1	1
DRP2	417357	NaN	26	294336	78876	0	0	0	0	50	0	2934246	1	1
DSC1	214084	492	-7	277662	73500	0	0	0	0	50	0	2357880	1	1
DSC2	213526	521	-12	276990	76818	0	0	0	0	50	1	2787204	1	1
DSC3	204823	521	-25	275058	75726	0	0	0	0	50	1	3557862	1	1
DSCAM	25449	971	-72	603876	173166	0	0	1	0	50	1	1881264	1	1
DSCAML1	413931	624	44	627438	188034	0	0	0	0	50	0	2183916	1	1
DSCC1	294228	677	12	122556	30408	0	0	0	0	50	0	2284884	1	1
DSCR3	349267	263	58	90888	25284	0	0	0	0	50	0	2434866	1	1
DSCR4	78525	448	1	35658	10332	0	0	0	0	50	0	2152164	1	1
DSCR6	414773	378	76	56154	17556	0	0	0	0	50	0	2308782	1	1
DSE	261273	541	30	286566	78456	0	0	0	0	50	1	2558010	1	1
DSG1	255599	412	15	315042	88914	0	0	0	0	50	1	2563722	1	1
DSG2	284905	450	1	334068	95970	0	0	0	0	50	1	2910726	1	1
DSG3	275713	450	-18	297654	87906	0	0	0	0	50	0	2674770	1	1
DSG4	260152	412	-4	325626	90678	0	0	0	0	50	0	2409834	1	1
DSN1	794301	231	64	112056	27930	0	0	0	0	50	0	2090634	1	1
DSPP	500313	623	-7	420756	73416	0	0	0	0	50	0	2069718	1	1
DST	403209	446	23	2059008	522480	0	0	2	0	50	3	2833152	1	1
DSTN	568191	347	-5	51618	12642	0	0	0	0	50	0	2347926	1	1
DSTYK	715889	277	39	278838	79002	0	0	0	0	50	0	2829162	1	1
DTD1	262495	613	6	64638	17262	0	0	0	0	50	0	2260524	1	1
DTHD1	NaN	NaN	NaN	239022	63252	0	0	0	0	50	1	4740540	1	1
DTL	452008	399	15	222432	60942	0	0	0	0	50	0	2037798	1	1
DTNA	116061	552	-20	239442	63840	0	0	0	0	50	1	2878428	1	1
DTNB	367255	356	44	196560	50778	0	0	0	0	50	0	2509500	1	1
DTNBP1	118453	750	24	119784	30786	0	0	0	0	45	0	2284548	1	1
DTWD1	206183	390	-22	94374	22932	0	0	0	0	50	1	2962596	1	1
DTWD2	305376	554	8	90174	25620	0	0	0	0	50	3	2842350	1	1
DTX1	562320	387	44	180558	58212	0	0	0	0	50	0	2575986	1	1
DTX2	876888	220	58	184296	55734	0	0	0	0	50	1	2179212	1	1
DTX3	1338867	303	48	100548	33138	0	0	0	0	50	2	3111024	1	1
DTX3L	410045	404	35	223776	59094	0	0	0	0	50	0	2378544	1	1
DTX4	542222	686	9	181986	56406	0	0	0	0	50	0	2767002	1	1
DTYMK	1323203	406	32	64092	18438	0	0	0	0	50	0	2469894	1	1
DULLARD	1782958	316	21	75054	21084	0	0	0	0	50	1	1960854	1	1
DUOX1	667418	544	27	467544	135744	0	0	0	0	50	0	3254454	1	1
DUOX2	695711	544	23	466578	135576	0	0	0	0	50	0	3165624	1	1
DUOXA1	667418	544	27	153972	44856	0	0	0	0	50	0	3254454	1	1
DUOXA2	667418	544	27	115080	34230	0	0	0	0	50	0	3254454	1	1
DUPD1	231745	298	44	65940	18606	0	0	0	0	50	0	2328606	1	1
